q,chi1_z,chi2_z,PN_order,a_merger,a_star,abs_delta_a,method,delta_a_signed,q_key,chi1_key,chi2_key,updated_at,degree,m1,m2,nu,chi_eff,chi_a
0.45,-0.6315789473684211,-0.0421052631578947,1PN,3.322797894281372,4.473047304730473,1.150249410449101,Taylor,1.150249410449101,0.45,-0.631578947368,-0.042105263158,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.2250453720508167,-0.2947368421052632
0.45,-0.7157894736842105,-0.1263157894736842,2PN,3.3600687809689567,4.408240824082408,1.0481720431134511,Taylor,1.0481720431134511,0.45,-0.715789473684,-0.126315789474,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.30925589836660616,-0.2947368421052632
0.45,0.3789473684210525,-0.2947368421052632,1PN,3.3497436907088978,4.522652265226522,1.1729085745176246,Taylor,1.1729085745176246,0.45,0.378947368421,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.08566243194192386,0.33684210526315783
0.45,-0.2105263157894737,-0.1263157894736842,0PN,3.3311813298123054,5.06030603060306,1.7291247007907549,Taylor,1.7291247007907549,0.45,-0.210526315789,-0.126315789474,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.15245009074410162,-0.04210526315789476
0.45,-0.7157894736842105,-0.2105263157894737,2PN,3.390151886514796,4.476247624762476,1.086095738247681,Taylor,1.086095738247681,0.45,-0.715789473684,-0.210526315789,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.36733212341197824,-0.25263157894736843
0.45,-0.0421052631578947,-0.2105263157894737,1PN,3.349972279718715,4.5242524252425245,1.1742801455238094,Taylor,1.1742801455238094,0.45,-0.042105263158,-0.210526315789,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.15825771324863883,0.0842105263157895
0.45,-0.3789473684210527,-0.0421052631578947,2PN,3.304120476822447,4.309830983098309,1.0057105062758622,Taylor,1.0057105062758622,0.45,-0.378947368421,-0.042105263158,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.14664246823956442,-0.168421052631579
0.45,-0.3789473684210527,-0.0421052631578947,1PN,3.304120476822447,4.421842184218422,1.1177217073959749,Taylor,1.1177217073959749,0.45,-0.378947368421,-0.042105263158,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.14664246823956442,-0.168421052631579
0.45,-0.0421052631578947,-0.8,1PN,3.5509900768949136,5.397939793979398,1.846949717084484,Taylor,1.846949717084484,0.45,-0.042105263158,-0.8,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.5647912885662433,0.3789473684210527
0.45,0.1263157894736841,-0.0421052631578947,1PN,3.2651288163344607,4.326632663266326,1.0615038469318656,Taylor,1.0615038469318656,0.45,0.126315789474,-0.042105263158,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,0.010163339382940097,0.0842105263157894
0.45,0.7157894736842105,-0.1263157894736842,0PN,3.2511952719760737,4.796279627962796,1.545084355986722,Taylor,1.545084355986722,0.45,0.715789473684,-0.126315789474,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,0.13502722323049005,0.42105263157894735
0.45,0.2947368421052632,-0.5473684210526316,1PN,3.449977959498244,4.849084908490849,1.3991069489926051,Taylor,1.3991069489926051,0.45,0.294736842105,-0.547368421053,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.28602540834845736,0.4210526315789474
0.45,0.631578947368421,-0.6315789473684211,2PN,3.4465395101079443,4.677867786778678,1.2313282766707334,Taylor,1.2313282766707334,0.45,0.631578947368,-0.631578947368,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.23956442831215982,0.631578947368421
0.45,0.3789473684210525,-0.1263157894736842,2PN,3.281414210834756,4.296229622962296,1.014815412127541,Taylor,1.014815412127541,0.45,0.378947368421,-0.126315789474,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,0.030490018148820297,0.2526315789473683
0.45,-0.6315789473684211,-0.2105263157894737,0PN,3.3856516735495523,5.354735473547355,1.9690837999978024,Taylor,1.9690837999978024,0.45,-0.631578947368,-0.210526315789,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.3411978221415608,-0.21052631578947373
0.45,-0.5473684210526316,-0.2947368421052632,0PN,3.41020015221004,5.491549154915491,2.081349002705451,Taylor,2.081349002705451,0.45,-0.547368421053,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.37313974591651544,-0.12631578947368421
0.45,-0.1263157894736842,-0.2947368421052632,0PN,3.38896725293662,5.31953195319532,1.9305647002587,Taylor,1.9305647002587,0.45,-0.126315789474,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.24246823956442834,0.0842105263157895
0.45,0.2105263157894736,-0.3789473684210527,1PN,3.3912156271545024,4.655465546554655,1.2642499194001529,Taylor,1.2642499194001529,0.45,0.210526315789,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.1960072595281308,0.29473684210526313
0.45,-0.5473684210526316,-0.2947368421052632,1PN,3.41020015221004,4.74027402740274,1.3300738751926997,Taylor,1.3300738751926997,0.45,-0.547368421053,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.37313974591651544,-0.12631578947368421
0.45,0.7157894736842105,-0.3789473684210527,0PN,3.3534209722917026,5.165916591659165,1.8124956193674628,Taylor,1.8124956193674628,0.45,0.715789473684,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.03920145190562621,0.5473684210526316
0.45,0.5473684210526315,-0.3789473684210527,1PN,3.364816852813005,4.577057705770577,1.212240852957572,Taylor,1.212240852957572,0.45,0.547368421053,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.09147005444646109,0.4631578947368421
0.45,-0.7157894736842105,-0.3789473684210527,1PN,3.4375171059562346,4.901090109010901,1.463573003054666,Taylor,1.463573003054666,0.45,-0.715789473684,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.48348457350272245,-0.16842105263157892
0.45,-0.5473684210526316,-0.2105263157894737,0PN,3.3807179816432607,5.321932193219322,1.941214211576061,Taylor,1.941214211576061,0.45,-0.547368421053,-0.210526315789,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.3150635208711434,-0.16842105263157897
0.45,0.3789473684210525,-0.3789473684210527,2PN,3.3819563356393134,4.483448344834483,1.1014920091951694,Taylor,1.1014920091951694,0.45,0.378947368421,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.14373865698729596,0.3789473684210526
0.45,-0.8,-0.2947368421052632,1PN,3.4143536253053224,4.807480748074807,1.393127122769485,Taylor,1.393127122769485,0.45,-0.8,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.45154264972776775,-0.25263157894736843
0.45,-0.5473684210526316,-0.2105263157894737,1PN,3.3807179816432607,4.637863786378638,1.2571458047353774,Taylor,1.2571458047353774,0.45,-0.547368421053,-0.210526315789,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.3150635208711434,-0.16842105263157897
0.45,0.8,-0.2947368421052632,1PN,3.3111612374770405,4.435443544354436,1.124282306877395,Taylor,1.124282306877395,0.45,0.8,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,0.04500907441016333,0.5473684210526316
0.45,0.2947368421052632,-0.3789473684210527,1PN,3.3901315514229853,4.635463546354635,1.2453319949316497,Taylor,1.2453319949316497,0.45,0.294736842105,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.1698729582577133,0.33684210526315794
0.45,0.2947368421052632,-0.3789473684210527,0PN,3.3901315514229853,5.3179317931793175,1.927800241756332,Taylor,1.927800241756332,0.45,0.294736842105,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.1698729582577133,0.33684210526315794
0.45,-0.6315789473684211,-0.2947368421052632,1PN,3.414592012912754,4.761876187618761,1.3472841747060076,Taylor,1.3472841747060076,0.45,-0.631578947368,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.39927404718693293,-0.16842105263157897
0.45,-0.2105263157894737,-0.1263157894736842,1PN,3.3311813298123054,4.472247224722472,1.1410658949101666,Taylor,1.1410658949101666,0.45,-0.210526315789,-0.126315789474,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.15245009074410162,-0.04210526315789476
0.45,-0.4631578947368421,-0.3789473684210527,2PN,3.4337349467201843,4.592259225922592,1.1585242792024075,Taylor,1.1585242792024075,0.45,-0.463157894737,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.40508166969147014,-0.0421052631578947
0.45,0.1263157894736841,-0.3789473684210527,1PN,3.3987430572454995,4.675467546754676,1.276724489509176,Taylor,1.276724489509176,0.45,0.126315789474,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.22214156079854822,0.25263157894736843
0.45,-0.6315789473684211,-0.2947368421052632,2PN,3.414592012912754,4.5386538653865385,1.1240618524737849,Taylor,1.1240618524737849,0.45,-0.631578947368,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.39927404718693293,-0.16842105263157897
0.45,-0.7157894736842105,-0.2947368421052632,2PN,3.410972479208467,4.549854985498549,1.1388825062900825,Taylor,1.1388825062900825,0.45,-0.715789473684,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.4254083484573503,-0.21052631578947367
0.45,-0.2105263157894737,-0.0421052631578947,0PN,3.296833227474204,4.934693469346935,1.637860241872731,Taylor,1.637860241872731,0.45,-0.210526315789,-0.042105263158,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.09437386569872958,-0.0842105263157895
0.45,-0.7157894736842105,-0.2947368421052632,0PN,3.410972479208467,5.566756675667567,2.1557841964591,Taylor,2.1557841964591,0.45,-0.715789473684,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.4254083484573503,-0.21052631578947367
0.45,0.0421052631578946,-0.3789473684210527,1PN,3.405930587951505,4.696269626962696,1.290339039011191,Taylor,1.290339039011191,0.45,0.042105263158,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.24827586206896565,0.21052631578947364
0.45,-0.7157894736842105,-0.2947368421052632,1PN,3.410972479208467,4.784278427842784,1.373305948634317,Taylor,1.373305948634317,0.45,-0.715789473684,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.4254083484573503,-0.21052631578947367
0.45,-0.4631578947368421,-0.2947368421052632,1PN,3.405363400414936,4.718671867186719,1.3133084667717825,Taylor,1.3133084667717825,0.45,-0.463157894737,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.34700544464609806,-0.08421052631578946
0.45,-0.6315789473684211,-0.3789473684210527,1PN,3.441820402502727,4.876287628762876,1.434467226260149,Taylor,1.434467226260149,0.45,-0.631578947368,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.457350272232305,-0.12631578947368421
0.45,0.463157894736842,-0.3789473684210527,2PN,3.3735077308873667,4.473847384738474,1.1003396538511074,Taylor,1.1003396538511074,0.45,0.463157894737,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.11760435571687852,0.42105263157894735
0.45,-0.0421052631578947,-0.2947368421052632,1PN,3.3821065249813027,4.617061706170617,1.234955181189314,Taylor,1.234955181189314,0.45,-0.042105263158,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.2163339382940109,0.12631578947368424
0.45,-0.6315789473684211,-0.2105263157894737,1PN,3.3856516735495523,4.6578657865786575,1.2722141130291051,Taylor,1.2722141130291051,0.45,-0.631578947368,-0.210526315789,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.3411978221415608,-0.21052631578947373
0.45,0.7157894736842105,-0.5473684210526316,1PN,3.415447249972562,4.736273627362736,1.3208263773901736,Taylor,1.3208263773901736,0.45,0.715789473684,-0.547368421053,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.15535390199637025,0.631578947368421
0.45,0.5473684210526315,-0.3789473684210527,2PN,3.364816852813005,4.4642464246424645,1.0994295718294596,Taylor,1.0994295718294596,0.45,0.547368421053,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.09147005444646109,0.4631578947368421
0.45,-0.8,-0.3789473684210527,1PN,3.440242029458698,4.925892589258925,1.4856505598002272,Taylor,1.4856505598002272,0.45,-0.8,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.5096188747731398,-0.21052631578947367
0.45,0.463157894736842,-0.6315789473684211,0PN,3.4628789481952924,5.806780678067807,2.3439017298725147,Taylor,2.3439017298725147,0.45,0.463157894737,-0.631578947368,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.2918330308529947,0.5473684210526315
0.45,0.2947368421052632,-0.4631578947368421,2PN,3.4207392813329167,4.565856585658565,1.1451173043256486,Taylor,1.1451173043256486,0.45,0.294736842105,-0.463157894737,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.22794918330308528,0.37894736842105264
0.45,-0.1263157894736842,-0.3789473684210527,0PN,3.419262444555342,5.489148914891489,2.069886470336147,Taylor,2.069886470336147,0.45,-0.126315789474,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.30054446460980044,0.12631578947368427
0.45,-0.2105263157894737,-0.0421052631578947,2PN,3.296833227474204,4.293829382938294,0.9969961554640904,Taylor,0.9969961554640904,0.45,-0.210526315789,-0.042105263158,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.09437386569872958,-0.0842105263157895
0.45,-0.2947368421052632,-0.3789473684210527,1PN,3.4310463051527256,4.783478347834783,1.3524320426820573,Taylor,1.3524320426820573,0.45,-0.294736842105,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.3528130671506353,0.04210526315789476
0.45,-0.2105263157894737,-0.0421052631578947,1PN,3.296833227474204,4.3890389038903885,1.0922056764161847,Taylor,1.0922056764161847,0.45,-0.210526315789,-0.042105263158,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.09437386569872958,-0.0842105263157895
0.45,0.0421052631578946,-0.3789473684210527,2PN,3.405930587951505,4.5242524252425245,1.1183218372910195,Taylor,1.1183218372910195,0.45,0.042105263158,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.24827586206896565,0.21052631578947364
0.45,-0.5473684210526316,-0.2947368421052632,2PN,3.41020015221004,4.527452745274528,1.1172525930644874,Taylor,1.1172525930644874,0.45,-0.547368421053,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.37313974591651544,-0.12631578947368421
0.45,0.3789473684210525,-0.3789473684210527,1PN,3.3819563356393134,4.615461546154616,1.2335052105153022,Taylor,1.2335052105153022,0.45,0.378947368421,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.14373865698729596,0.3789473684210526
0.45,0.3789473684210525,-0.2947368421052632,2PN,3.3497436907088978,4.417041704170416,1.0672980134615186,Taylor,1.0672980134615186,0.45,0.378947368421,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.08566243194192386,0.33684210526315783
0.45,-0.8,-0.3789473684210527,0PN,3.440242029458698,5.815581558155816,2.375339528697117,Taylor,2.375339528697117,0.45,-0.8,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.5096188747731398,-0.21052631578947367
0.45,-0.8,-0.3789473684210527,2PN,3.440242029458698,4.642664266426642,1.2024222369679445,Taylor,1.2024222369679445,0.45,-0.8,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.5096188747731398,-0.21052631578947367
0.45,-0.1263157894736842,-0.6315789473684211,0PN,3.5010794986402343,6.164416441644164,2.6633369430039298,Taylor,2.6633369430039298,0.45,-0.126315789474,-0.631578947368,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.4747731397459166,0.2526315789473685
0.45,0.8,-0.0421052631578947,1PN,3.205401864264481,4.210621062106211,1.005219197841729,Taylor,1.005219197841729,0.45,0.8,-0.042105263158,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,0.21923774954627953,0.42105263157894735
0.45,-0.8,-0.2947368421052632,2PN,3.4143536253053224,4.561856185618562,1.1475025603132396,Taylor,1.1475025603132396,0.45,-0.8,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.45154264972776775,-0.25263157894736843
0.45,-0.0421052631578947,-0.1263157894736842,2PN,3.31642054377116,4.336233623362336,1.019813079591176,Taylor,1.019813079591176,0.45,-0.042105263158,-0.126315789474,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.10018148820326676,0.04210526315789474
0.45,-0.2105263157894737,-0.3789473684210527,2PN,3.425355113616292,4.557855785578558,1.132500671962266,Taylor,1.132500671962266,0.45,-0.210526315789,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.3266787658802179,0.0842105263157895
0.45,-0.6315789473684211,-0.2947368421052632,0PN,3.414592012912754,5.5283528352835285,2.1137608223707747,Taylor,2.1137608223707747,0.45,-0.631578947368,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.39927404718693293,-0.16842105263157897
0.45,-0.2105263157894737,-0.3789473684210527,1PN,3.425355113616292,4.761076107610761,1.3357209939944696,Taylor,1.3357209939944696,0.45,-0.210526315789,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.3266787658802179,0.0842105263157895
0.45,-0.3789473684210527,-0.3789473684210527,0PN,3.4289816599215723,5.6027602760276025,2.17377861610603,Taylor,2.17377861610603,0.45,-0.378947368421,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.37894736842105275,0.0
0.45,0.8,-0.3789473684210527,0PN,3.34412535634247,5.137113711371137,1.7929883550286672,Taylor,1.7929883550286672,0.45,0.8,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.013067150635208774,0.5894736842105264
0.45,-0.2105263157894737,-0.2947368421052632,0PN,3.395469713443757,5.352335233523352,1.956865520079595,Taylor,1.956865520079595,0.45,-0.210526315789,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.2686025408348458,0.04210526315789474
0.45,0.8,-0.3789473684210527,1PN,3.34412535634247,4.521852185218521,1.1777268288760512,Taylor,1.1777268288760512,0.45,0.8,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.013067150635208774,0.5894736842105264
0.45,-0.4631578947368421,-0.2947368421052632,2PN,3.405363400414936,4.516251625162516,1.1108882247475798,Taylor,1.1108882247475798,0.45,-0.463157894737,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.34700544464609806,-0.08421052631578946
0.45,0.1263157894736841,-0.7157894736842105,1PN,3.516995351177193,5.167516751675167,1.6505214004979742,Taylor,1.6505214004979742,0.45,0.126315789474,-0.715789473684,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.4544464609800364,0.42105263157894735
0.45,-0.2105263157894737,-0.3789473684210527,0PN,3.425355113616292,5.525952595259525,2.100597481643234,Taylor,2.100597481643234,0.45,-0.210526315789,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.3266787658802179,0.0842105263157895
0.45,0.2105263157894736,-0.2947368421052632,2PN,3.3595601740337715,4.435443544354436,1.075883370320664,Taylor,1.075883370320664,0.45,0.210526315789,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.13793103448275867,0.2526315789473684
0.45,0.1263157894736841,-0.3789473684210527,2PN,3.3987430572454995,4.513851385138514,1.1151083278930145,Taylor,1.1151083278930145,0.45,0.126315789474,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.22214156079854822,0.25263157894736843
0.45,-0.7157894736842105,-0.3789473684210527,0PN,3.4375171059562346,5.770777077707771,2.333259971751536,Taylor,2.333259971751536,0.45,-0.715789473684,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.48348457350272245,-0.16842105263157892
0.45,-0.5473684210526316,-0.1263157894736842,0PN,3.349608051601923,5.170717071707171,1.821109020105248,Taylor,1.821109020105248,0.45,-0.547368421053,-0.126315789474,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.2569872958257713,-0.21052631578947373
0.45,0.5473684210526315,-0.2947368421052632,2PN,3.3322228609988027,4.398639863986398,1.0664170029875957,Taylor,1.0664170029875957,0.45,0.547368421053,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.03339382940108898,0.42105263157894735
0.45,-0.3789473684210527,-0.3789473684210527,2PN,3.4289816599215723,4.58025802580258,1.151276365881008,Taylor,1.151276365881008,0.45,-0.378947368421,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.37894736842105275,0.0
0.45,0.0421052631578946,-0.3789473684210527,0PN,3.405930587951505,5.417941794179418,2.012011206227913,Taylor,2.012011206227913,0.45,0.042105263158,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.24827586206896565,0.21052631578947364
0.45,-0.0421052631578947,-0.3789473684210527,2PN,3.4127808736997096,4.535453545354535,1.1226726716548256,Taylor,1.1226726716548256,0.45,-0.042105263158,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.274410163339383,0.168421052631579
0.45,-0.0421052631578947,-0.3789473684210527,1PN,3.4127808736997096,4.7178717871787175,1.305090913479008,Taylor,1.305090913479008,0.45,-0.042105263158,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.274410163339383,0.168421052631579
0.45,-0.0421052631578947,-0.3789473684210527,0PN,3.4127808736997096,5.453145314531453,2.040364440831743,Taylor,2.040364440831743,0.45,-0.042105263158,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.274410163339383,0.168421052631579
0.45,-0.1263157894736842,-0.3789473684210527,2PN,3.419262444555342,4.546654665466546,1.127392220911204,Taylor,1.127392220911204,0.45,-0.126315789474,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.30054446460980044,0.12631578947368427
0.45,-0.1263157894736842,-0.3789473684210527,1PN,3.419262444555342,4.738673867386739,1.319411422831397,Taylor,1.319411422831397,0.45,-0.126315789474,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.30054446460980044,0.12631578947368427
0.45,0.0421052631578946,-0.2947368421052632,2PN,3.374902305038051,4.454645464546455,1.079743159508404,Taylor,1.079743159508404,0.45,0.042105263158,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.19019963702359355,0.1684210526315789
0.45,-0.4631578947368421,-0.3789473684210527,0PN,3.4337349467201843,5.643564356435643,2.209829409715459,Taylor,2.209829409715459,0.45,-0.463157894737,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.40508166969147014,-0.0421052631578947
0.45,0.7157894736842105,-0.2947368421052632,2PN,3.320530234962688,4.381838183818382,1.0613079488556942,Taylor,1.0613079488556942,0.45,0.715789473684,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,0.018874773139745893,0.5052631578947369
0.45,0.7157894736842105,-0.0421052631578947,1PN,3.214818262230679,4.224222422242224,1.009404160011545,Taylor,1.009404160011545,0.45,0.715789473684,-0.042105263158,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,0.1931034482758621,0.3789473684210526
0.45,0.2947368421052632,-0.2947368421052632,0PN,3.358156328742434,5.167516751675167,1.8093604229327336,Taylor,1.8093604229327336,0.45,0.294736842105,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.11179673321234122,0.2947368421052632
0.45,0.463157894736842,-0.1263157894736842,0PN,3.272456433762418,4.862686268626862,1.590229834864444,Taylor,1.590229834864444,0.45,0.463157894737,-0.126315789474,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,0.056624319419237734,0.2947368421052631
0.45,-0.2105263157894737,-0.2947368421052632,1PN,3.395469713443757,4.656265626562656,1.2607959131188995,Taylor,1.2607959131188995,0.45,-0.210526315789,-0.294736842105,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.2686025408348458,0.04210526315789474
0.45,0.2947368421052632,-0.3789473684210527,2PN,3.3901315514229853,4.4930493049304925,1.1029177535075072,Taylor,1.1029177535075072,0.45,0.294736842105,-0.378947368421,2026-06-30T21:58:40,3.0,0.3103448275862069,0.6896551724137931,0.21403091557669443,-0.1698729582577133,0.33684210526315794
